resource_id,title_ru,subject_name,topic_name,difficulty_level,content_type,estimated_minutes,language,grade_min,grade_max,quality_score,popularity_score,exam_focus,interactivity_score
RES_1473,Запоминаем Геометрия,Математика,Геометрия,1,flashcards,34,ru,7,8,4.6,5.9,1,0.64
RES_1474,Проверь себя: История Казахстана,История,История Казахстана,4,quiz,22,ru,7,8,4.8,2.0,0,0.6
RES_1475,Практические задачи: Listening Practice,Английский язык,Listening Practice,5,practice,19,ru,9,12,4.8,1.8,0,0.75
RES_1476,Разбор темы Сетевые технологии,Информатика,Сетевые технологии,5,video,37,kz,9,11,4.4,7.9,1,0.47
RES_1477,Квиз по теме Органическая химия,Химия,Органическая химия,4,quiz,11,ru,7,9,4.3,1.4,1,0.56
RES_1478,Запоминаем Тригонометрия,Математика,Тригонометрия,2,flashcards,32,ru,7,10,4.2,7.0,0,0.29
RES_1479,Разбор темы Базы данных,Информатика,Базы данных,1,video,7,kz,7,10,4.6,9.6,0,0.58
RES_1480,Практические задачи: Генетика,Биология,Генетика,5,practice,38,ru,8,10,4.3,4.9,0,0.22
RES_1481,Конспект: Listening Practice,Английский язык,Listening Practice,1,summary,24,en,8,10,4.9,5.4,1,0.88
RES_1482,Теория: Сетевые технологии,Информатика,Сетевые технологии,4,article,8,ru,7,9,3.8,2.0,1,0.69
RES_1483,Теория: Древний мир,История,Древний мир,4,article,13,ru,9,10,4.0,7.1,0,0.86
RES_1484,Конспект: Древний мир,История,Древний мир,1,summary,33,ru,9,12,4.3,7.7,1,0.76
RES_1485,Шпаргалка по Кинематика,Физика,Кинематика,2,article,4,ru,8,11,4.6,2.1,0,0.63
RES_1486,Упражнения по Зоология,Биология,Зоология,5,practice,25,ru,8,10,5.0,7.5,1,0.81
RES_1487,Шпаргалка по Кинематика,Физика,Кинематика,1,article,4,ru,9,10,4.0,5.7,0,0.84
RES_1488,Тест: Клеточное деление,Биология,Клеточное деление,2,quiz,25,ru,7,9,3.6,9.0,0,0.43
RES_1489,Упражнения по Кинематика,Физика,Кинематика,4,practice,10,ru,8,11,4.6,5.4,0,0.98
RES_1490,Разбор темы Алгоритмы,Информатика,Алгоритмы,1,video,32,ru,9,11,4.8,3.2,0,0.6
RES_1491,Проверь себя: Генетика,Биология,Генетика,1,quiz,38,ru,9,12,4.1,4.4,1,0.64
RES_1492,Проверь себя: Производные,Математика,Производные,1,quiz,24,ru,7,9,4.4,6.1,0,0.45
RES_1493,Практические задачи: Вторая мировая война,История,Вторая мировая война,2,practice,15,en,9,10,4.3,5.6,0,0.61
RES_1494,Тест: Оптика,Физика,Оптика,3,quiz,20,ru,8,11,4.9,1.5,0,0.93
RES_1495,Запоминаем Вторая мировая война,История,Вторая мировая война,5,flashcards,7,en,9,10,4.3,5.6,0,0.21
RES_1496,Конспект: Генетика,Биология,Генетика,4,summary,41,ru,8,11,4.8,4.1,0,0.8
RES_1497,Конспект: Производные,Математика,Производные,3,summary,19,ru,8,9,4.9,7.8,1,0.44
RES_1498,Флэш-карточки: Клеточное деление,Биология,Клеточное деление,4,flashcards,41,kz,9,11,4.2,3.3,0,0.88
RES_1499,Теория: Древний мир,История,Древний мир,5,article,7,ru,9,12,3.5,4.4,0,0.23
RES_1500,Краткий обзор Геометрия,Математика,Геометрия,4,summary,9,kz,8,11,3.8,5.0,0,0.85
RES_1501,Запоминаем Таблица Менделеева,Химия,Таблица Менделеева,5,flashcards,12,kz,7,10,5.0,1.3,0,0.45
RES_1502,Флэш-карточки: Древний мир,История,Древний мир,2,flashcards,22,ru,8,11,4.0,4.6,0,0.7
RES_1503,Краткий обзор Производные,Математика,Производные,3,summary,38,en,9,11,4.1,6.5,0,0.79
RES_1504,Практические задачи: Электричество,Физика,Электричество,2,practice,43,ru,8,9,3.7,9.6,1,0.66
RES_1505,Тест: Базы данных,Информатика,Базы данных,4,quiz,13,ru,7,10,3.9,9.4,0,0.84
RES_1506,Шпаргалка по Listening Practice,Английский язык,Listening Practice,2,article,14,ru,9,10,4.3,7.5,0,0.95
RES_1507,Запоминаем Сетевые технологии,Информатика,Сетевые технологии,3,flashcards,26,en,8,9,5.0,4.8,0,0.22
RES_1508,Сборник задач Зоология,Биология,Зоология,2,practice,24,ru,9,11,5.0,5.6,0,0.58
RES_1509,Флэш-карточки: Древний мир,История,Древний мир,2,flashcards,40,ru,8,10,4.7,5.2,0,0.33
RES_1510,Проверь себя: Зоология,Биология,Зоология,5,quiz,36,ru,9,11,3.8,9.0,0,0.77
RES_1511,Статья: Все о Анатомия человека,Биология,Анатомия человека,1,article,7,en,7,10,3.6,1.4,0,0.35
RES_1512,Флэш-карточки: Клеточное деление,Биология,Клеточное деление,3,flashcards,17,en,8,9,4.8,4.9,0,0.58
RES_1513,Интенсив по Законы Ньютона,Физика,Законы Ньютона,2,video,32,kz,9,10,4.9,5.6,0,0.42
RES_1514,Краткий обзор Клеточное деление,Биология,Клеточное деление,1,summary,37,kz,7,10,3.6,6.2,0,0.32
RES_1515,Флэш-карточки: Tenses,Английский язык,Tenses,4,flashcards,25,ru,7,9,4.6,4.5,0,0.48
RES_1516,Краткий обзор Квадратные уравнения,Математика,Квадратные уравнения,3,summary,24,en,9,12,3.5,5.8,1,0.8
RES_1517,Тест: Древний мир,История,Древний мир,3,quiz,43,ru,9,10,3.8,9.8,1,0.6
RES_1518,Сборник задач История Казахстана,История,История Казахстана,5,practice,23,ru,8,10,4.1,7.9,0,0.51
RES_1519,Практические задачи: Grammar Rules,Английский язык,Grammar Rules,4,practice,26,en,7,10,4.0,7.3,0,0.8
RES_1520,Теория: Оптика,Физика,Оптика,4,article,13,en,8,10,4.5,8.9,0,0.56
RES_1521,Квиз по теме Vocabulary,Английский язык,Vocabulary,4,quiz,13,en,8,10,3.9,9.7,1,0.4
RES_1522,Сборник задач Генетика,Биология,Генетика,4,practice,18,ru,7,9,3.9,7.6,0,0.24
RES_1523,Интенсив по Квадратные уравнения,Математика,Квадратные уравнения,4,video,42,en,8,9,4.3,8.0,0,0.71
RES_1524,Флэш-карточки: Геометрия,Математика,Геометрия,3,flashcards,43,ru,9,12,3.6,6.4,1,0.37
RES_1525,Запоминаем Зоология,Биология,Зоология,2,flashcards,36,ru,7,9,3.7,9.6,0,0.36
RES_1526,Проверь себя: Производные,Математика,Производные,1,quiz,9,en,8,11,3.5,5.6,0,0.89
RES_1527,Статья: Все о Кислоты и основания,Химия,Кислоты и основания,5,article,10,ru,8,11,4.7,8.7,1,0.49
RES_1528,Интенсив по Геометрия,Математика,Геометрия,1,video,17,ru,7,9,4.0,7.2,1,0.44
RES_1529,Теория: Listening Practice,Английский язык,Listening Practice,4,article,9,ru,7,10,3.7,6.1,0,0.57
RES_1530,Шпаргалка по Производные,Математика,Производные,5,article,9,ru,8,11,4.3,7.4,0,0.22
RES_1531,Краткий обзор Древний мир,История,Древний мир,1,summary,38,ru,9,10,4.2,2.2,1,0.89
RES_1532,Теория: Древний мир,История,Древний мир,2,article,14,ru,8,9,4.2,7.9,0,0.85
RES_1533,Проверь себя: Древний мир,История,Древний мир,5,quiz,35,ru,7,9,3.9,4.9,1,0.38
RES_1534,Теория: Python основы,Информатика,Python основы,4,article,11,ru,8,10,4.9,4.9,0,0.79
RES_1535,Запоминаем Древний мир,История,Древний мир,5,flashcards,11,ru,9,11,3.9,4.5,1,0.69
RES_1536,Квиз по теме Grammar Rules,Английский язык,Grammar Rules,3,quiz,43,kz,7,8,3.9,3.5,1,0.22
RES_1537,Статья: Все о Оптика,Физика,Оптика,5,article,8,kz,9,12,3.6,8.4,1,0.72
RES_1538,Сборник задач Кислоты и основания,Химия,Кислоты и основания,1,practice,42,ru,7,10,3.8,1.9,0,0.67
RES_1539,Разбор темы Кинематика,Физика,Кинематика,2,video,35,ru,8,9,4.0,5.7,0,0.98
RES_1540,Тест: Логарифмы,Математика,Логарифмы,2,quiz,30,en,7,8,3.9,3.8,0,0.72
RES_1541,Шпаргалка по Производные,Математика,Производные,5,article,7,en,9,12,4.6,5.5,0,0.31
RES_1542,Видео-урок: Логарифмы,Математика,Логарифмы,5,video,25,en,9,11,3.6,8.6,0,0.47
RES_1543,Тест: Тригонометрия,Математика,Тригонометрия,4,quiz,41,ru,7,9,4.4,8.6,0,0.24
RES_1544,Флэш-карточки: Базы данных,Информатика,Базы данных,1,flashcards,31,ru,7,8,3.5,7.6,1,0.66
RES_1545,Краткий обзор Tenses,Английский язык,Tenses,2,summary,6,ru,7,10,4.8,9.7,1,0.35
RES_1546,Теория: Алгоритмы,Информатика,Алгоритмы,5,article,7,en,8,10,4.6,8.5,0,0.8
RES_1547,Практические задачи: Grammar Rules,Английский язык,Grammar Rules,1,practice,5,ru,7,10,4.9,2.9,1,0.82
RES_1548,Практические задачи: Сетевые технологии,Информатика,Сетевые технологии,2,practice,28,ru,7,8,4.6,5.5,1,0.32
RES_1549,Флэш-карточки: Логарифмы,Математика,Логарифмы,1,flashcards,5,en,8,11,4.0,5.0,0,0.99
RES_1550,Разбор темы Термодинамика,Физика,Термодинамика,2,video,43,kz,9,12,3.9,9.1,0,0.73
RES_1551,Упражнения по Геометрия,Математика,Геометрия,5,practice,39,ru,7,8,3.6,2.3,0,0.54
RES_1552,Теория: Производные,Математика,Производные,3,article,7,ru,7,8,3.6,3.1,0,0.3
RES_1553,Краткий обзор Термодинамика,Физика,Термодинамика,4,summary,43,ru,9,12,3.8,4.9,0,0.31
RES_1554,Видео-урок: Vocabulary,Английский язык,Vocabulary,2,video,37,kz,8,10,4.5,3.2,1,0.29
RES_1555,Краткий обзор Кислоты и основания,Химия,Кислоты и основания,4,summary,18,ru,7,10,4.0,7.9,1,0.95
RES_1556,Краткий обзор Производные,Математика,Производные,1,summary,40,ru,7,8,3.9,9.2,1,0.78
RES_1557,Тест: Vocabulary,Английский язык,Vocabulary,5,quiz,43,ru,8,10,4.5,4.6,0,0.29
RES_1558,Проверь себя: Вторая мировая война,История,Вторая мировая война,4,quiz,42,ru,8,9,4.1,7.1,0,0.27
RES_1559,Краткий обзор Электричество,Физика,Электричество,5,summary,13,ru,9,10,4.6,5.7,0,0.83
RES_1560,Краткий обзор Законы Ньютона,Физика,Законы Ньютона,1,summary,7,ru,8,10,4.1,2.5,1,0.86
RES_1561,Краткий обзор Тригонометрия,Математика,Тригонометрия,1,summary,6,ru,9,12,4.0,5.3,0,0.69
RES_1562,Разбор темы Кислоты и основания,Химия,Кислоты и основания,5,video,10,ru,8,11,3.9,1.3,1,0.89
RES_1563,Упражнения по Базы данных,Информатика,Базы данных,1,practice,40,ru,8,9,4.4,4.8,0,0.27
RES_1564,Флэш-карточки: Сетевые технологии,Информатика,Сетевые технологии,3,flashcards,34,ru,8,10,3.7,9.6,1,0.89
RES_1565,Шпаргалка по Древний мир,История,Древний мир,3,article,5,ru,8,11,3.5,4.8,1,0.55
RES_1566,Тест: Органическая химия,Химия,Органическая химия,2,quiz,30,ru,7,8,4.6,1.3,0,0.24
RES_1567,Краткий обзор Термодинамика,Физика,Термодинамика,2,summary,37,ru,7,10,4.2,6.1,1,0.84
RES_1568,Квиз по теме Python основы,Информатика,Python основы,1,quiz,33,ru,8,9,4.7,5.2,0,0.95
RES_1569,Шпаргалка по Python основы,Информатика,Python основы,2,article,7,ru,7,8,4.7,3.0,0,0.53
RES_1570,Теория: Вторая мировая война,История,Вторая мировая война,2,article,5,ru,9,11,5.0,7.0,0,0.67
RES_1571,Видео-урок: Таблица Менделеева,Химия,Таблица Менделеева,3,video,34,ru,9,10,5.0,1.0,0,0.28
RES_1572,Конспект: Тригонометрия,Математика,Тригонометрия,3,summary,33,ru,8,11,3.9,4.7,0,0.22
RES_1573,Теория: Законы Ньютона,Физика,Законы Ньютона,2,article,5,ru,8,11,5.0,6.9,1,0.23
RES_1574,Запоминаем Древний мир,История,Древний мир,2,flashcards,27,ru,7,9,3.7,8.6,0,0.62
RES_1575,Практические задачи: Анатомия человека,Биология,Анатомия человека,1,practice,44,ru,9,12,3.8,8.3,0,0.63
RES_1576,Конспект: Vocabulary,Английский язык,Vocabulary,5,summary,39,ru,9,10,4.1,9.7,0,0.52
RES_1577,Сборник задач Химические связи,Химия,Химические связи,3,practice,6,en,9,10,3.5,1.4,0,0.47
RES_1578,Конспект: Клеточное деление,Биология,Клеточное деление,4,summary,42,ru,9,10,3.7,7.9,0,0.46
RES_1579,Интенсив по Органическая химия,Химия,Органическая химия,5,video,16,ru,7,10,3.6,6.8,1,0.67
RES_1580,Интенсив по Tenses,Английский язык,Tenses,3,video,9,ru,7,10,4.6,2.2,0,0.64
RES_1581,Практические задачи: Электричество,Физика,Электричество,5,practice,29,ru,8,11,3.6,3.4,1,0.3
RES_1582,Краткий обзор Термодинамика,Физика,Термодинамика,3,summary,40,ru,8,11,3.9,3.9,1,0.84
RES_1583,Тест: Электричество,Физика,Электричество,4,quiz,30,en,9,12,4.6,2.0,0,0.85
RES_1584,Статья: Все о Квадратные уравнения,Математика,Квадратные уравнения,2,article,6,ru,8,9,4.7,4.1,1,0.47
RES_1585,Видео-урок: Тригонометрия,Математика,Тригонометрия,5,video,23,ru,8,9,4.7,5.4,0,0.29
RES_1586,Шпаргалка по Кинематика,Физика,Кинематика,2,article,3,ru,7,8,4.0,5.9,0,0.49
RES_1587,Квиз по теме Производные,Математика,Производные,4,quiz,10,ru,7,8,4.6,2.9,1,0.22
RES_1588,Флэш-карточки: Химические связи,Химия,Химические связи,1,flashcards,41,ru,9,10,4.6,1.5,1,0.36
RES_1589,Флэш-карточки: Базы данных,Информатика,Базы данных,2,flashcards,35,ru,9,12,3.9,5.7,0,0.3
RES_1590,Флэш-карточки: Древний мир,История,Древний мир,1,flashcards,22,kz,9,11,4.2,5.1,0,0.78
RES_1591,Флэш-карточки: Базы данных,Информатика,Базы данных,4,flashcards,15,en,9,12,4.7,5.6,0,0.32
RES_1592,Конспект: Listening Practice,Английский язык,Listening Practice,5,summary,30,ru,8,11,4.4,6.7,1,0.29
RES_1593,Шпаргалка по Таблица Менделеева,Химия,Таблица Менделеева,4,article,10,en,8,11,4.7,2.5,0,0.59
RES_1594,Шпаргалка по Органическая химия,Химия,Органическая химия,4,article,9,ru,9,10,3.8,1.3,1,0.78
RES_1595,Флэш-карточки: Химические связи,Химия,Химические связи,4,flashcards,17,en,8,11,3.6,5.1,0,0.65
RES_1596,Тест: Вторая мировая война,История,Вторая мировая война,3,quiz,35,ru,7,8,4.3,6.1,0,0.36
RES_1597,Интенсив по Кинематика,Физика,Кинематика,4,video,21,ru,8,10,4.0,1.8,0,0.27
RES_1598,Теория: Python основы,Информатика,Python основы,1,article,13,ru,8,9,4.6,4.6,1,0.72
RES_1599,Краткий обзор Химические связи,Химия,Химические связи,4,summary,18,ru,9,11,3.6,5.5,0,0.52
RES_1600,Конспект: Химические связи,Химия,Химические связи,1,summary,12,ru,8,10,4.1,2.4,1,0.77
RES_1601,Флэш-карточки: Зоология,Биология,Зоология,4,flashcards,42,kz,9,11,4.7,4.5,0,0.93
RES_1602,Проверь себя: Химические связи,Химия,Химические связи,4,quiz,44,en,9,12,4.8,9.3,0,0.64
RES_1603,Теория: Законы Ньютона,Физика,Законы Ньютона,1,article,11,en,7,9,3.6,5.2,0,0.47
RES_1604,Шпаргалка по Электричество,Физика,Электричество,4,article,3,en,7,10,4.2,5.7,0,0.57
RES_1605,Запоминаем Электричество,Физика,Электричество,3,flashcards,34,ru,9,10,4.5,5.1,1,0.97
RES_1606,Практические задачи: Вторая мировая война,История,Вторая мировая война,4,practice,23,ru,9,10,3.6,4.5,0,0.31
RES_1607,Проверь себя: Квадратные уравнения,Математика,Квадратные уравнения,1,quiz,11,en,9,12,5.0,7.3,0,0.74
RES_1608,Проверь себя: Сетевые технологии,Информатика,Сетевые технологии,3,quiz,39,en,9,12,4.1,5.0,0,0.49
RES_1609,Видео-урок: Grammar Rules,Английский язык,Grammar Rules,4,video,13,ru,8,9,3.8,6.1,0,0.27
RES_1610,Статья: Все о Сетевые технологии,Информатика,Сетевые технологии,5,article,10,ru,7,8,4.9,4.7,0,0.24
RES_1611,Теория: Квадратные уравнения,Математика,Квадратные уравнения,4,article,12,ru,9,10,3.7,4.7,1,0.92
RES_1612,Статья: Все о Анатомия человека,Биология,Анатомия человека,4,article,13,en,9,11,4.7,8.8,0,0.76
RES_1613,Шпаргалка по Кинематика,Физика,Кинематика,4,article,9,en,9,12,4.2,5.0,1,0.94
RES_1614,Практические задачи: Древний мир,История,Древний мир,4,practice,17,ru,7,9,3.9,8.2,1,0.6
RES_1615,Тест: Геометрия,Математика,Геометрия,1,quiz,31,ru,9,11,4.6,6.2,1,0.24
RES_1616,Краткий обзор Алгоритмы,Информатика,Алгоритмы,3,summary,39,en,7,10,4.6,5.6,1,0.41
RES_1617,Запоминаем Vocabulary,Английский язык,Vocabulary,1,flashcards,21,kz,9,10,3.9,5.5,0,0.55
RES_1618,Интенсив по Кинематика,Физика,Кинематика,5,video,20,en,8,9,4.0,3.8,0,0.95
RES_1619,Сборник задач Электричество,Физика,Электричество,1,practice,43,ru,9,10,4.1,9.2,1,0.6
RES_1620,Шпаргалка по Электричество,Физика,Электричество,2,article,11,ru,8,10,4.9,7.9,0,0.67
RES_1621,Теория: Базы данных,Информатика,Базы данных,1,article,13,ru,7,9,4.1,9.6,1,0.77
RES_1622,Шпаргалка по Сетевые технологии,Информатика,Сетевые технологии,5,article,13,ru,8,10,4.1,3.6,1,0.24
RES_1623,Запоминаем Законы Ньютона,Физика,Законы Ньютона,1,flashcards,42,ru,7,10,5.0,7.2,1,0.96
RES_1624,Тест: Химические связи,Химия,Химические связи,4,quiz,40,en,9,12,3.8,5.0,1,0.64
RES_1625,Практические задачи: Vocabulary,Английский язык,Vocabulary,1,practice,44,ru,8,9,4.2,6.6,0,0.36
RES_1626,Шпаргалка по Электричество,Физика,Электричество,1,article,12,en,7,8,3.9,4.5,0,0.91
RES_1627,Тест: Tenses,Английский язык,Tenses,5,quiz,37,kz,8,11,4.8,1.3,1,0.43
RES_1628,Конспект: Клеточное деление,Биология,Клеточное деление,3,summary,43,ru,8,9,4.8,1.3,0,0.88
RES_1629,Квиз по теме Алгоритмы,Информатика,Алгоритмы,1,quiz,43,ru,9,11,4.2,9.6,1,0.93
RES_1630,Сборник задач Средние века,История,Средние века,5,practice,15,kz,7,9,3.5,1.7,0,0.74
RES_1631,Квиз по теме Древний мир,История,Древний мир,4,quiz,41,ru,8,10,4.3,9.8,1,0.74
RES_1632,Квиз по теме Python основы,Информатика,Python основы,1,quiz,41,ru,7,8,3.5,7.8,1,0.49
RES_1633,Краткий обзор Vocabulary,Английский язык,Vocabulary,5,summary,21,ru,8,9,3.8,6.2,0,0.48
RES_1634,Краткий обзор Клеточное деление,Биология,Клеточное деление,5,summary,30,ru,9,10,3.5,1.7,1,0.26
RES_1635,Практические задачи: Сетевые технологии,Информатика,Сетевые технологии,4,practice,23,kz,9,10,4.6,1.8,1,0.53
RES_1636,Видео-урок: Органическая химия,Химия,Органическая химия,2,video,18,ru,7,10,4.1,8.7,1,0.42
RES_1637,Практические задачи: Сетевые технологии,Информатика,Сетевые технологии,3,practice,25,ru,7,8,4.0,8.3,0,0.29
RES_1638,Запоминаем Химические связи,Химия,Химические связи,4,flashcards,27,ru,9,12,4.4,1.5,1,0.62
RES_1639,Конспект: Квадратные уравнения,Математика,Квадратные уравнения,2,summary,10,ru,9,11,4.3,8.4,0,0.85
RES_1640,Проверь себя: Химические связи,Химия,Химические связи,3,quiz,17,ru,9,10,4.5,4.0,1,0.67
RES_1641,Упражнения по Тригонометрия,Математика,Тригонометрия,3,practice,10,en,9,12,3.9,4.7,1,0.92
RES_1642,Проверь себя: Tenses,Английский язык,Tenses,2,quiz,28,ru,8,9,4.4,5.7,0,0.25
RES_1643,Разбор темы Древний мир,История,Древний мир,1,video,25,en,9,11,4.8,7.8,0,0.8
RES_1644,Запоминаем Законы Ньютона,Физика,Законы Ньютона,1,flashcards,15,ru,8,9,3.7,8.7,1,0.4
RES_1645,Запоминаем Термодинамика,Физика,Термодинамика,1,flashcards,39,ru,7,10,4.5,1.1,0,0.48
RES_1646,Упражнения по Кислоты и основания,Химия,Кислоты и основания,3,practice,16,ru,8,10,4.7,6.1,1,0.73
RES_1647,Проверь себя: Вторая мировая война,История,Вторая мировая война,1,quiz,11,ru,8,11,4.0,5.1,1,0.94
RES_1648,Практические задачи: Древний мир,История,Древний мир,4,practice,26,ru,7,8,3.7,1.1,0,0.76
RES_1649,Краткий обзор Listening Practice,Английский язык,Listening Practice,1,summary,43,en,9,10,4.1,6.4,0,0.47
